feature_id,channel,actor,module,대메뉴,중메뉴,소메뉴,상세,기능 상세설명,상태키(state_keys),유효성 검사,핵심 계산 로직,데이터 항목,연관 기능(feature_ids),spec_id,owner,last_updated,change_note,notion_url,github_issue_url,github_pr_url,정책키(policy_keys),데이터 엔티티(data_entities),권한 기반 조회 범위,배경,입력(inputs),출력(outputs),요약
,웹,관리자,조직관리,조직관리,근무지/비콘 관리,상세 근무지 등록,이석관리 설정,"출퇴근 방식이 '비콘'이면서 '이석관리 사용' 체크 시에만 활성화됨. 1분 주기로 신호를 감지하여 이석 현황을 기록함(앱 백그라운드 실행 필수).

출퇴근 방식 '비콘' + '이석관리 사용' 체크 시 활성화.",,미출근 상태에서는 기록되지 않음,-,,,,,,,,,,,,,,,,"출퇴근 방식이 '비콘'이면서 '이석관리 사용' 체크 시에만 활성화됨. 1분 주기로 신호를 감지하여 이석 현황을 기록함(앱 백그라운드 실행 필수).

출퇴근 방식 '비콘' + '이석관리 사용' 체크 시 활성화."
,웹,관리자,조직관리,조직관리,근무지/비콘 관리,상세 근무지 등록,비콘 배터리 및 운영,등록된 비콘 기기의 배터리 상태를 모니터링함. 기기 고장/추가 구매 시 CS를 통해 진행하며 배터리는 담당자가 직접 교체,"[상태]: 충분, 주의, 위험 배지 노출",비콘 상세 정보는 '비콘 관리' 팝업에서 수정 가능.,"배터리 구분: 충분(20~100%), 주의(11~19%), 위험(10%이하).",,,,,,,,,,,,,,,,등록된 비콘 기기의 배터리 상태를 모니터링함. 기기 고장/추가 구매 시 CS를 통해 진행하며 배터리는 담당자가 직접 교체
,웹,관리자,조직관리,조직관리,근무지/비콘 관리,상태 갱신 설정,모바일 갱신 모드,"근무지 상세 관리 설정에 따라 모바일 앱의 동작 방식을 결정함.


1. 설정 시: 앱에 일정 영역 노출 및 사용자가 수동 갱신.
2. 미설정 시: 일정 영역 숨김 및 시스템 자동 갱신.",,-,-,,,,,,,,,,,,,,,,"근무지 상세 관리 설정에 따라 모바일 앱의 동작 방식을 결정함.


1. 설정 시: 앱에 일정 영역 노출 및 사용자가 수동 갱신.
2. 미설정 시: 일정 영역 숨김 및 시스템 자동 갱신."
,웹,관리자,조직관리,조직관리,근무지/비콘 관리,지도 연동,위치 시각화,카카오 맵 API를 연동하여 선택된 근무지의 위치를 지도에 핀(Pin)으로 표시함. 지도 위에서 직접 위치를 클릭하여 좌표(위경도)를 자동 추출할 수 있음.,,-,-,,,,,,,,,,,,,,,,카카오 맵 API를 연동하여 선택된 근무지의 위치를 지도에 핀(Pin)으로 표시함. 지도 위에서 직접 위치를 클릭하여 좌표(위경도)를 자동 추출할 수 있음.
ADM-LEV-1,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,연차 생성 기준,부여 기준 설정,"연차 생성의 근거(수기등록, 입사일, 회계연도)를 선택하고, 회계연도 선택 시 기준일을 설정",[수기/입사일/회계연도] 라디오 버튼,[경고]: 최초 1회 설정 후 수정 불가함,-,,,,,,,,,,,,,,,,"연차 생성의 근거(수기등록, 입사일, 회계연도)를 선택하고, 회계연도 선택 시 기준일을 설정"
ADM-LEV-2,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,연차 생성 기준,입사일 기준 설정,각 구성원의 실제 입사 일자를 기준으로 매년 연차를 생성함. 개인별로 연차 생성 및 소멸 시점이 다르게 관리됨.,활성화 시 다른 기준 선택 불가,[중요] 최초 1회 설정 후 수정 불가,연차 생성일 = 각 구성원의 입사일자 (매년 반복).,,,,,,,,,,,,,,,,각 구성원의 실제 입사 일자를 기준으로 매년 연차를 생성함. 개인별로 연차 생성 및 소멸 시점이 다르게 관리됨.
ADM-LEV-3,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,연차 생성 기준,회계연도 기준 설정,회사가 정한 특정 기준일(예: 01-01)에 전 사원의 연차를 일괄 생성함. 입사 1년 미만자의 경우 기준일까지의 근무 기간에 비례하여 연차를 안분 계산하여 부여함,활성화 시 기준일 입력 필드 노출,[중요] 최초 1회 설정 후 수정 불가,기준일 설정: MM-DD 형식으로 입력된 날짜를 시스템 전체 연차 갱신일로 지정,,,,,,,,,,,,,,,,회사가 정한 특정 기준일(예: 01-01)에 전 사원의 연차를 일괄 생성함. 입사 1년 미만자의 경우 기준일까지의 근무 기간에 비례하여 연차를 안분 계산하여 부여함
ADM-LEV-4,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,1년 미만 근로자,1달 만근 시 부여,입사 1년 미만 근로자가 1개월간 개근 시 1일의 연차를 자동으로 발생시킴. 근로기준법에 의거하여 최대 11일까지 발생 가능함,선택 시 즉시 시스템 반영,-,발생 로직: 근무 개월 수 (최대 11개월) 기준 자동 생성,,,,,,,,,,,,,,,,입사 1년 미만 근로자가 1개월간 개근 시 1일의 연차를 자동으로 발생시킴. 근로기준법에 의거하여 최대 11일까지 발생 가능함
ADM-LEV-5,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,1년 미만 근로자,일괄 연차 부여,"1년 미만 근로자에게 월별 발생이 아닌, 특정 시점에 연차를 한꺼번에 선부여하는 방식임. 회계연도 기준과 병행하여 사용되는 경우가 많음",선택 시 즉시 시스템 반영.,-,-,,,,,,,,,,,,,,,,"1년 미만 근로자에게 월별 발생이 아닌, 특정 시점에 연차를 한꺼번에 선부여하는 방식임. 회계연도 기준과 병행하여 사용되는 경우가 많음"
ADM-LEV-6,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,근속별 연차 일수,연차 테이블,1년차(15일)부터 30년차(25일)까지 근속 연수에 따른 법정 연차 일수를 관리,,숫자만 입력 가능.,가산: 1년 초과 시 2년마다 1일 가산 (최대 25일).,,,,,,,,,,,,,,,,1년차(15일)부터 30년차(25일)까지 근속 연수에 따른 법정 연차 일수를 관리
,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,공통,소수점 이하 연차 처리,"[소수점 이하 연차처리 상세 설정]
 - 선택 옵션값 : 일단위 올림 처리/ 반차 단위 올림 처리/ 조정안함

소수점으로 계산될 경우, 소수점 셋째자리에서 버림처리를 진행, 소수점 이하의 휴가는 임의로 공제할 수 없으며 사용되지 않은 만큼 수당으로 지급해야 합니다. ",,,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,공통,연차 소멸/이월 기준,"[연차 소멸/이월 기준 상세 설정]
 - 선택 옵션값 : 자동 소멸/ 수당 지급/ 이월 허용
 - 자동 소멸 : 연도 말 미사용 연차는 소멸
 - 수당 지급 : 연차 소멸 시점에서 관리자에게 수당 지급 필요 내역 조회 가능과 알림 받을 수 있음. 수당 지급 내역을 확인하세요. 수당 지급으로 처리된 연차는 소멸일 기준 자동 소멸처리됩니다.
 - 이월 허용 : 미사용 연차는 다음해로 이월되어 사용 가능합니다. 
 - 이월 상세 설정 : 이월일자로 부터 n일 설정 가능 ",,,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,정책 관리,연차 가산 정책,"회사에서 추가 부여한 가산연차를 시스템에서 관리합니다. 임직원 연차 잔여 및 사용 내역에 가산 연차가 포함되어 처리 됩니다. 

[연차 가산 정책 상세 설정]
발생 기준 
 - 선택 옵션값 : 회계 기준일 일괄 부여/입사일 기준 일괄 부여

출근 연동 여부 설정
 - 선택 옵션값 : 연동함/연동안함
 - 연동함 : 1년 80%이상 출근시 15일 부여
 - 연동안함 : 출근률 상관없이 부여",,,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,정책 관리,연차 당겨쓰기 정책,"[근로자별 상세 설정]
1년 미만 근로자(월차)
 - 선택 옵션값 : 제한없이 사용/ 다음달 발생예정인 월차 당겨쓰기
 - 제한없이 사용 : 잔여 연차가 부족하면, 사용 가능 연차를 제한없이 당겨서 사용 가능 
 - 다음달 발생 예정인 월차 당겨쓰기 : 다음달에 발생 예정인 1년 미만 월차만 미리 사용하도록 제한

1년 이상 근로자(연차)
 - 선택 옵션값 : 제한없이 사용/ 차기 연도에 발생할 연차 당겨쓰기 
 - 제한없이 사용 : 잔여 연차가 부족하면, 차기 연도 연차를 제한없이 당겨서 사용 가능
 - 차기 연도에 발생할 연차 당겨쓰기 : 차기 연도에 발생 예정인 연차 범위내에서만 당겨쓰기 가능
",,,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,정책 관리,연차 촉진 정책,"연차 사용 촉진 사용여부를 설정 가능 

[연차 촉진 정책 상세 설정]
촉진 시기 설정 
 - 1년 미만 근무자의 촉진은 2회로 나눠 진행되며, 임의로 선택할 수 없음. 
 - 1차 촉진 : 소멸 6개월 이전/ 촉진일자 선택(ex 소멸6개월 이전 +n일)
 - 2차 촉진 : 소멸 2개월 이전/ 촉진일자 선택(ex 소멸6개월 이전 +n일)

연차 차감 설정 
 - 선택 옵션값 : 계힉서 제출시 연차 즉시 차감/ 차감 안함 
 - 계획서 제출시 연차 즉시 차감 : 계획서 제출 시점에 실제 연차가 차감됩니다. 
 - 차감 안함 : 실제 연차가 차감되지 않으며, 문서로만 기록됩니다.

문서 생성 형태 
 - 선택 옵션값 : 통합 문서/ 개별 문서
 - 통합 문서 : 전체 휴가 일정을 하나의 문서로 생성합니다.
 - 개별 문서 : 휴가 건별로 개별 문서를 생성합니다. 
",,,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,연차 유형,리스트,"연차 기준으로 등록한 항목 리스트내 항목별 상세 설정 내용, 적용된 구성원 수 노출 
 - [상세] 버튼 선택시, 해당 항목의 상세 정보 모달에서 확인 가능",,,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 기준 관리,연차 유형,연차 유형 등록,"연차 유형명, 연차 생성기준(수기등록/입사일기준/회계연도기준), 1년 미만월차, 연차 최소 단위, 연차 적용 기준

[상세 설정]

연차 유형명 : 연차유형명 입력

연차 생성 기준 
 - 선택 옵션값 : 수기 등록/ 입사일 기준/ 회계연도 기준 
 - 수기 등록 : 회사 자체 연차 정책을 반영하고 싶은 경우 수기로 등록, 년차별 수기 입력한 내용이 기본값으로 적용 & 개개인별 수동 설정도 가능
 - 입사일 기준 : 연차 사용 기간/ 소멸 기준을 직원별 입사일로 관리하는 경우 선택
 - 회계연도 기준: 연차 정산/회계를 한번에 처리하기 위해 전 직원의 기준을 동일하게 관리하는 경우 선택 

1년 미만 월차 
 - 선택 옵션값 : 매월 개근시 1일 부여+조건없음/ 매월 개근시 1일 부여+근태 80% 이상시/ 입사일 기준 11일 일괄 부여
 - 매월 개근시 1일 부여+조건없음 : 조건없이 매월 개근시 다음달 1일날 부여
 - 매월 개근시 1일 부여+근태 80% 이상시 : 전달 근태가 80%이상인 경우, 다음달 1일날 부여
 - 입사일 기준 11일 일괄 부여 : 입사일 기준으로 전체 월차 일괄 부여 

연차 최소 단위
 - 선택 옵션값 : 1분/30분/1시간

연차 적용 기준
 - 선택 옵션값 : 소정 근로 기준/ 단위별 기준
 - 소정 근로 기준 : 근무 유형에 등록된 소정 근로 시간 기준으로 연차 사용 가능 
 - 단위별 기준 : 단위별 최대 사용가능한 시간 설정 가능, 설정된 시간만큼 사용자가 연차 사용 가능
  : 선택 옵션값 - 종일/반차/반반차/시간
  : 종일(1시간/2시간/3시간/4시간/5시간/6시간/7시간/8시간)
  : 반차(1시간/2시간/3시간/4시간/사용안함)
  : 반반차(1시간/2시간/사용안함)
  : 시간(1시간/사용안함)",,,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 현황,필터,기간 및 상세,"선택 기간별 연차 현황 조회 & 입사일, 재직상태, 키워드 검색",,,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 현황,필터,조직도,조직도내 부서별 개인별 선택 가능 ,,,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 현황,내역 ,기본 정보,"부서명, 구성원명, 직위/직책, 입사일, 재직연수, 연차 유형, 상태",,,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 현황,내역 ,연차 관련 정보,"총 발생연차(지급일수), 사용연차(사용일수), 잔여연차(잔여일수), 이월연차, 조정연차(조정일수), 소멸연차",,,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 현황,내역 ,관리 > 조정 버튼,일괄 & 개별로 연차 차감/증감 가능,,,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 현황,내역 ,관리 > 상세 버튼,"상세 버튼 선택시, 해당 구성원의 연차 발생, 연차 사용 내역 모달 노출

[모달내 정보]
- 기간별 총 발생연차, 사용연차, 잔여연차, 소멸연차
- 발생 내역 : 발생일, 분류, 상세, 변동일수, 소멸예정일, 누적사용건수, 사용기간, 비고, 처리
- 사용 내역 : 사용일, 분류, 연차유형, 상세, 사용단위, 사용일수, 사용시간, 결재상태, 비고","[결재 상태] : 확정/ 취소&반려 / 대기중, 
[상세] : 1년 미만 연차/ 비례 연차/ 대상 휴가/ 비대상 휴가/ 기본 연차/ 이월 연차, 
[분류] : 사용/ 만료,
[연차 유형] : 개인연차/ 휴가,
[비고]: {휴가명}휴가 / {년도}년 기본 연차 당겨쓰기 / {년도}년 비례 연차 당겨쓰기 / {년도} 월차 당겨쓰기",,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,사용 내역,필터,기간 및 상세,"선택 간별 연차 사용 현황 조회 & 승인 상태, 휴가 형태, 신청자 형태 ",,,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,사용 내역,필터,조직도,조직도내 부서별 개인별 선택 가능 ,,,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,사용 내역,내역,기본 정보,"부서명, 구성원명, 직위/직책, 사용일, 연차 유형",,,,,,,,,,,,,,,,,,,
,웹,관리자,연차/휴가 관리,연차/휴가 관리,사용 내역,내역,연차 관련 정보,"상세, 사용단위, 사용 일수, 사용 시간, 결재 상태, 비고 

[항목별 상세 설명]
사용 단위 : 종일/ 반차/ 반반차/ 시간별로 근로자가 사용한 휴가 단위
사용 일수 : 근로자가 사용한 휴가 단위를 사용 일수로 환산 (ex. 1/0.5/0.25/0.125)
사용 시간 : 근로자가 사용한 휴가 단위를 사용 시간으로 환산 (ex. n시간 n분)","[결재 상태] : 확정/ 취소&반려 / 대기중, 
[상세] : 1년 미만 연차/ 비례 연차/ 대상 휴가/ 비대상 휴가/ 기본 연차/ 이월 연차, 
[분류] : 사용/ 만료,
[연차 유형] : 개인연차/ 휴가,
[비고]: {휴가명}휴가 / {년도}년 기본 연차 당겨쓰기 / {년도}년 비례 연차 당겨쓰기 / {년도} 월차 당겨쓰기",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM-LEV-7,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 현황,필터 및 액션,검색,"조직도내 구성원 선택 및 입사일, 재직상태별 검색",,,,"연간, 입사일, 재직상태, 조직도",,,,,,,,,,,,,,,"조직도내 구성원 선택 및 입사일, 재직상태별 검색"
ADM-LEV-8,웹,관리자,연차/휴가 관리,연차/휴가 관리,연차 현황,연차 목록,구성원 연차 리스트,선택 구성원의 연차 보여 현황 및 사용 이력 조회,,,,"부서/직원, 입사일, 재직 상태, 연차 현황, 연차외 휴가(사용/발생)",,,,,,,,,,,,,,,선택 구성원의 연차 보여 현황 및 사용 이력 조회
ADM-LEV-9,웹,관리자,연차/휴가 관리,연차/휴가 관리,사용 내역,필터 및 액션,검색,"조직도내 구성원 선택 및 연간, 승인 상태, 휴가 형태, 신청자 형태별 검색",,,,"부서/직원, 휴가 형태, 휴가일수, 신청일, 사용일, 신청자, 승인 상태, 상세보기(신청자, 연차휴가명, 사유, 사용일시, 결재일,승인현황,반려사유)",,,,,,,,,,,,,,,"조직도내 구성원 선택 및 연간, 승인 상태, 휴가 형태, 신청자 형태별 검색"
ADM-LEV-10,웹,관리자,연차/휴가 관리,연차/휴가 관리,사용 내역,사용 목록,구성원 사용 리스트,년도별 연차 사용 내역 조회,,,,,,,,,,,,,,,,,,,년도별 연차 사용 내역 조회
ADM-ATT-1,웹,관리자,연차/휴가 관리,연차/휴가 관리,휴가 형태 관리,목록 조회,휴가 정책 리스트,"시스템에 등록된 모든 휴가 형태(공유일휴가, 당겨쓴연차 등)를 리스트로 조회함. 번호, 휴가형태명, 사전등록대상 여부, 휴가일수, 등록일 등을 확인함",,-,-,,,,,,,,,,,,,,,,"시스템에 등록된 모든 휴가 형태(공유일휴가, 당겨쓴연차 등)를 리스트로 조회함. 번호, 휴가형태명, 사전등록대상 여부, 휴가일수, 등록일 등을 확인함"
ADM-ATT-2,웹,관리자,연차/휴가 관리,연차/휴가 관리,휴가 형태 관리,필터 및 액션,검색 및 신규 등록,"휴가형태명을 키워드로 특정 정책을 검색하거나, '신규 등록' 버튼을 통해 새로운 휴가 종류를 생성함.",,-,검색어 부분 일치 필터링.,,,,,,,,,,,,,,,,"휴가형태명을 키워드로 특정 정책을 검색하거나, '신규 등록' 버튼을 통해 새로운 휴가 종류를 생성함."
ADM-ATT-3,웹,관리자,연차/휴가 관리,연차/휴가 관리,휴가 형태 관리,정보 등록/수정,기본 정책 설정,"휴가형태명을 입력하고 사전등록대상 여부(대상/비대상), 사용 여부(사용/미사용), 휴가명 숨김 여부를 설정함.

1. 사전 등록 대상: [관리자>연차/휴가 관리>휴가 대상자 관리]에서 선택 가능
2. 사전 등록 비대상: 구성원이 [사용자>전자결재 > 휴가 신청서]에서 휴가 형태로 선택 가능","[사용 여부]: 사용, 미사용.",휴가형태명 필수 입력.,-,"휴가 형태명, 휴가일수, 사전 등록 대상 여부, 사용여부, 휴가명 숨김 여부 선택, 도움말",,,,,,,,,,,,,,,"휴가형태명을 입력하고 사전등록대상 여부(대상/비대상), 사용 여부(사용/미사용), 휴가명 숨김 여부를 설정함.

1. 사전 등록 대상: [관리자>연차/휴가 관리>휴가 대상자 관리]에서 선택 가능
2. 사전 등록 비대..."
ADM-ATT-4,웹,관리자,연차/휴가 관리,연차/휴가 관리,휴가 형태 관리,정보 등록/수정,휴가 일수 및 도움말,드롭다운 선택 또는 '직접입력'을 통해 휴가 일수를 부여함. 사용자 신청 시 노출될 도움말(가이드 문구)을 작성함.,,-,일괄 변경: 일수 수정 시 이미 해당 휴가가 부여된 대상자의 일수도 자동 갱신됨.,,,,,,,,,,,,,,,,드롭다운 선택 또는 '직접입력'을 통해 휴가 일수를 부여함. 사용자 신청 시 노출될 도움말(가이드 문구)을 작성함.
ADM-ATT-5,웹,관리자,연차/휴가 관리,연차/휴가 관리,휴가 대상자 관리,목록 조회,대상자 현황 리스트,"조직도 트리에서 선택된 부서/직원별로 부여된 휴가 형태, 사용 기한, 사용 현황(사용/발생)을 조회함. 연도 및 사용 여부 필터를 통해 검색 결과를 세분화함.","[미사용]: 기록 없음(회색 배지)
[기한 초과]: 종료일 경과(분홍색 배지)",-,사용률: (사용일수 / 발생일수) 실시간 계산,,,,,,,,,,,,,,,,"조직도 트리에서 선택된 부서/직원별로 부여된 휴가 형태, 사용 기한, 사용 현황(사용/발생)을 조회함. 연도 및 사용 여부 필터를 통해 검색 결과를 세분화함."
ADM-ATT-6,웹,관리자,연차/휴가 관리,연차/휴가 관리,휴가 대상자 관리,대상자 등록,휴가 사전 등록 모달,조직도에서 선택된 대상자들에게 특정 '휴가 형태'를 선택하여 일괄 또는 개별 부여함. 선택된 휴가 형태에 설정된 기본 휴가 일수가 자동으로 표시,,휴가 형태 선택 및 사용 기한 입력 필수,-,,,,,,,,,,,,,,,,조직도에서 선택된 대상자들에게 특정 '휴가 형태'를 선택하여 일괄 또는 개별 부여함. 선택된 휴가 형태에 설정된 기본 휴가 일수가 자동으로 표시
ADM-ATT-7,웹,관리자,연차/휴가 관리,연차/휴가 관리,휴가 대상자 관리,대상자 등록,휴가 형태 옵션 노출,"휴가 사전 등록/수정' 모달 내 '휴가형태' 셀렉트 박스 클릭 시, [휴가 형태 관리] 메뉴에서 등록한 항목들이 옵션 리스트로 노출",,,,,,,,,,,,,,,,,,,"휴가 사전 등록/수정' 모달 내 '휴가형태' 셀렉트 박스 클릭 시, [휴가 형태 관리] 메뉴에서 등록한 항목들이 옵션 리스트로 노출"
ADM-ATT-8,웹,관리자,연차/휴가 관리,연차/휴가 관리,휴가 대상자 관리,대상자 등록,정책 데이터 자동 바인딩,"특정 휴가 형태를 선택하면, 해당 정책에 사전 정의된 '휴가일수' 정보가 모달 내 우측에 핑크색 텍스트로 즉시 노출",,,,,,,,,,,,,,,,,,,"특정 휴가 형태를 선택하면, 해당 정책에 사전 정의된 '휴가일수' 정보가 모달 내 우측에 핑크색 텍스트로 즉시 노출"
ADM-ATT-9,웹,관리자,연차/휴가 관리,연차/휴가 관리,휴가 대상자 관리,대상자 등록,사용 기한 설정,부여할 휴가의 시작일과 종료일을 캘린더 피커로 설정함. 설정된 기간 내에만 사용자의 연차 신청 화면에 해당 휴가 항목이 노출됨.,,시작일이 종료일보다 늦을 수 없음,D-Day: 현재 시각과 사용 종료일 비교를 통한 상태값 전환,,,,,,,,,,,,,,,,부여할 휴가의 시작일과 종료일을 캘린더 피커로 설정함. 설정된 기간 내에만 사용자의 연차 신청 화면에 해당 휴가 항목이 노출됨.
ADM-ATT-10,웹,관리자,연차/휴가 관리,연차/휴가 관리,휴가 대상자 관리,관리 액션,정보 수정 및 삭제,"이미 부여된 휴가의 사용 기한을 변경하거나, 잘못 부여된 경우 내역을 삭제함. 수정 시 대상자들의 잔여 휴가 일수에 즉시 반영",,이미 일부 사용한 휴가의 경우 삭제 시 경고 문구 노출.,-,,,,,,,,,,,,,,,,"이미 부여된 휴가의 사용 기한을 변경하거나, 잘못 부여된 경우 내역을 삭제함. 수정 시 대상자들의 잔여 휴가 일수에 즉시 반영"
ADM-ATT-11,웹,관리자,연차사용촉진,연차사용촉진,연차사용촉진 설정,사용여부,사용/미사용 선택,연차 사용 촉진 사용/미사용 설정 가능,,,,,,,,,,,,,,,,,,,
ADM-ATT-12,웹,관리자,연차사용촉진,연차사용촉진,연차사용촉진 설정,1년 이상 근무자,촉진 시기별 상세 설정,"1차 촉진 시기 : 소멸 6개월 이전 OR 촉진일자 선택
2차 촉진 시기 : 소멸 2개월 이전",,,,,,,,,,,,,,,,,,,
ADM-ATT-13,웹,관리자,연차사용촉진,연차사용촉진,연차사용촉진 설정,1년 미만 근무자,촉진 시기별 상세 설정 ,"1차 촉진 시기 : 입사 만 1년 차 3개월 이전(9개) + 입사 만 1년 차 1개월 이전(2개)
2차 촉진 시기 : 입사 만 1년 차 1개월 이전(9개) + 입사 만 1년 차 10일 이전(2개)",,,,,,,,,,,,,,,,,,,
ADM-ATT-14,웹,관리자,연차사용촉진,연차사용촉진,연차사용촉진 결재 설정,결재자 지정,대상자 추가/삭제/조회,조직도내 결재자로 설정된 사람만 연차촉진 결재 가능 ,,,,,,,,,,,,,,,,,,,
ADM-ATT-15,웹,관리자,연차사용촉진,연차사용촉진,연차사용촉진 결재 설정,열람자 지정,대상자 추가/삭제/조회,조직도내 열람자로 설정된 사람에게만 연차촉진 신청서 열람 가능 ,,,,,,,,,,,,,,,,,,,
ADM-ATT-16,웹,관리자,연차사용촉진,연차사용촉진,연차사용촉진 현황,필터,년도별 선택,년도별 연차사용 촉진 현황 조회 가능 ,,,,,,,,,,,,,,,,,,,
ADM-ATT-17,웹,관리자,연차사용촉진,연차사용촉진,연차사용촉진 현황,내역,연차촉진 대상자별 상세 내역,"전체 구성원별 연차사용촉진 현황 관리 가능 
● 부서/직원명/ 입사일의 구성원 기본 정보 노출
● 촉진 단계별 잔여연차(일) 개수 확인 가능
● 진행 현황에서 사용계획서 발송 예정 상태 확인 가능 (ex.사용계획서 발송 예정)","[촉진 시기 만료] : 촉진 시기가 지난 경우
[촉진 미대상] : 연차 촉진 대상자가 아닌 경우
[1차 연차촉진(n개)] : 1차 연차 촉진 상태와 1차 연차 촉진이 필요한 연차 개수 노출
[촉진 대상 잔여 연차 없음] : 촉진 할 연차가 없는 경우
[사용계획서 발송 예정 0000-00-00] : 사용계획서 발송 일자 노출",,,"부서/직원, 입사일, 잔여연차(일), 촉진단계, 진행 현황, 촉진 상세내역 ",,,,,,,,,,,,,,,
ADM-ATT-18,웹,관리자,연차사용촉진,연차사용촉진,연차사용촉진 양식설정,양식내역,1차 촉진 사용계획서,기본 양식으로 제공 & 텍스트 수정 가능 ,,,1차 촉진 사용 필요한 시기에 사용자에게 노출,,,,,,,,,,,,,,,,
ADM-ATT-19,웹,관리자,연차사용촉진,연차사용촉진,연차사용촉진 양식설정,양식내역,1차 촉진 노무수령거부 통지서,기본 양식으로 제공 & 텍스트 수정 가능 ,,,연차 촉진을 사용한 일자에 출퇴근 등록시 노무수령거부 통지서 모바일/사용자웹 노출 ,,,,,,,,,,,,,,,,
ADM-ATT-20,웹,관리자,연차사용촉진,연차사용촉진,연차사용촉진 양식설정,양식내역,2차 촉진 지정통지서,기본 양식으로 제공 & 텍스트 수정 가능 ,,,2차 촉진 사용 필요한 시기에 사용자에게 노출,,,,,,,,,,,,,,,,
ADM-ATT-21,웹,관리자,연차사용촉진,연차사용촉진,연차사용촉진 양식설정,양식내역,2차 촉진 노무수령거부 통지서,기본 양식으로 제공 & 텍스트 수정 가능 ,,,연차 촉진을 사용한 일자에 출퇴근 등록시 노무수령거부 통지서 모바일/사용자웹 노출 ,,,,,,,,,,,,,,,,